"product_name","total_sales","total_profit","profit_prcnt"
"Embossed Ink Jet Note Cards",284,109,38.38028169014084507000
"REDIFORM Incoming/Outgoing Call Register 11 X 8 1/2 100 Messages",282,129,45.74468085106382978700
"Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5",282,6,2.12765957446808510600
"Tenex Personal Filing Tote With Secure Closure Lid Black/Frost",281,24,8.54092526690391459100
"Storex Dura Pro Binders",281,51,18.14946619217081850500
"Westinghouse Clip-On Gooseneck Lamps",280,46,16.42857142857142857100
"Epson WorkForce WF-2530 All-in-One Printer Copier Scanner",280,120,42.85714285714285714300
"Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive",280,109,38.92857142857142857100
"Xerox 1898",279,119,42.65232974910394265200
"Acme Forged Steel Scissors with Black Enamel Handles",279,68,24.37275985663082437300
"Avery Address/Shipping Labels for Typewriters 4 x 2",278,128,46.04316546762589928100
"Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors",277,84,30.32490974729241877300
"Neat Ideas Personal Hanging Folder Files Black",276,58,21.01449275362318840600
"HP Standard 104 key PS/2 Keyboard",276,57,20.65217391304347826100
"Stanley Bostitch Contemporary Electric Pencil Sharpeners",275,43,15.63636363636363636400
"Staple magnet",274,46,16.78832116788321167900
"Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black",274,27,9.85401459854014598500
"Advantus Panel Wall Certificate Holder - 8.5x11",272,107,39.33823529411764705900
"Fellowes Binding Cases",271,73,26.93726937269372693700
"Adjustable Personal File Tote",270,53,19.62962962962962963000
"Recycled Desk Saver Line While You Were Out Book 5 1/2 X 4",270,125,46.29629629629629629600
"GBC White Gloss Covers Plain Front",269,30,11.15241635687732342000
"Plastic Binding Combs",269,84,31.22676579925650557600
"Xerox 1938",268,94,35.07462686567164179100
"Eldon Wave Desk Accessories",267,99,37.07865168539325842700
"Ultra Door Pull Handle",266,73,27.44360902255639097700
"Belkin Standard 104 key USB Keyboard",266,5,1.87969924812030075200
"Peel & Seel Recycled Catalog Envelopes Brown",265,113,42.64150943396226415100
"Avery 475",265,133,50.18867924528301886800
"LF Elite 3D Dazzle Designer Hard Case Cover Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",264,40,15.15151515151515151500
"Newell 324",264,72,27.27272727272727272700
"Maxell 4.7GB DVD+RW 3/Pack",264,88,33.33333333333333333300
"Belkin 6 Outlet Metallic Surge Strip",263,28,10.64638783269961977200
"Staple remover",263,24,9.12547528517110266200
"Southworth 100% Résumé Paper 24lb.",263,115,43.72623574144486692000
"File Shuttle I and Handi-File",262,52,19.84732824427480916000
"Recycled Interoffice Envelopes with String and Button Closure 10 x 13",260,116,44.61538461538461538500
"Hand-Finished Solid Wood Document Frame",260,69,26.53846153846153846200
"3M Office Air Cleaner",260,91,35.00000000000000000000
"Desktop 3-Pocket Hot File",259,59,22.77992277992277992300
"Executive Impressions 10 Spectator Wall Clock",259,88,33.97683397683397683400
"Avery Legal 4-Ring Binder",258,90,34.88372093023255814000
"GBC Poly Designer Binding Covers",256,102,39.84375000000000000000
"Berol Giant Pencil Sharpener",255,51,20.00000000000000000000
"Linden 10 Round Wall Clock Black",255,42,16.47058823529411764700
"Executive Impressions 13 Chairman Wall Clock",254,73,28.74015748031496063000
"Sony 32GB Class 10 Micro SDHC R40 Memory Card",252,53,21.03174603174603174600
"Apple EarPods with Remote and Mic",252,51,20.23809523809523809500
"Magnifier Swing Arm Lamp",252,66,26.19047619047619047600
"Hanging Personal Folder File",251,52,20.71713147410358565700
"Sony Micro Vault Click 4 GB USB 2.0 Flash Drive",251,35,13.94422310756972111600
"Avery 473",249,120,48.19277108433734939800
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc 25/Pack",248,92,37.09677419354838709700
"Wirebound Message Books Four 2 3/4 x 5 Forms per Page 600 Sets per Book",248,111,44.75806451612903225800
"Nu-Dell Leatherette Frames",247,81,32.79352226720647773300
"Strathmore Photo Mount Cards",246,106,43.08943089430894308900
"SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair",246,14,5.69105691056910569100
"Xerox 1890",245,122,49.79591836734693877600
"Brown Kraft Recycled Envelopes",245,116,47.34693877551020408200
"Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection",244,42,17.21311475409836065600
"Aluminum Document Frame",243,57,23.45679012345679012300
"GBC Imprintable Covers",242,41,16.94214876033057851200
"Quality Park Security Envelopes",241,88,36.51452282157676348500
"Holmes HEPA Air Purifier",240,42,17.50000000000000000000
"RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting",240,2,0.83333333333333333300
"Belkin SportFit Armband For iPhone 5s/5c Fuchsia",240,79,32.91666666666666666700
"Avery Flip-Chart Easel Binder Black",240,37,15.41666666666666666700
"Logitech M510 Wireless Mouse",240,52,21.66666666666666666700
"Xerox 1982",238,90,37.81512605042016806700
"Xerox 216",238,97,40.75630252100840336100
"Wilson Jones Leather-Like Binders with DublLock Round Rings",237,24,10.12658227848101265800
"Recycled Eldon Regeneration Jumbo File",237,59,24.89451476793248945100
"Avery 50",236,103,43.64406779661016949200
"Newell 312",235,35,14.89361702127659574500
"Panasonic KP-4ABK Battery-Operated Pencil Sharpener",234,68,29.05982905982905982900
"Spigen Samsung Galaxy S5 Case Wallet",234,45,19.23076923076923076900
"DAX Two-Tone Silver Metal Document Frame",234,85,36.32478632478632478600
"Petty Cash Envelope",232,94,40.51724137931034482800
"Maxell 74 Minute CDR 10/Pack",232,72,31.03448275862068965500
"Tenex Personal Self-Stacking Standard File Box Black/Gray",231,45,19.48051948051948051900
"Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210",230,53,23.04347826086956521700
"Dixon Ticonderoga Core-Lock Colored Pencils",230,58,25.21739130434782608700
"Advantus Motivational Note Cards",228,94,41.22807017543859649100
"Adams Phone Message Book 200 Message Capacity 8 1/16” x 11”",227,104,45.81497797356828193800
"Portable Personal File Box",226,56,24.77876106194690265500
"Iris Project Case",226,47,20.79646017699115044200
"Advantus Plastic Paper Clips",225,104,46.22222222222222222200
"Adams Telephone Message Book w/Frequently-Called Numbers Space 400 Messages per Book",224,112,50.00000000000000000000
"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters 4/Pack",220,70,31.81818181818181818200
"Avery Non-Stick Binders",218,43,19.72477064220183486200
"Letter/Legal File Tote with Clear Snap-On Lid Black Granite",218,52,23.85321100917431192700
"Wirebound Message Books Four 2 3/4 x 5 White Forms per Page",217,94,43.31797235023041474700
"3M Polarizing Light Filter Sleeves",216,75,34.72222222222222222200
"DXL Angle-View Binders with Locking Rings by Samsill",216,67,31.01851851851851851900
"Fiskars 8 Scissors 2/Pack",216,46,21.29629629629629629600
"DAX Two-Tone Rosewood/Black Document Frame Desktop 5 x 7",214,75,35.04672897196261682200
"Xerox 214",213,90,42.25352112676056338000
"Wilson Jones Turn Tabs Binder Tool for Ring Binders",213,58,27.23004694835680751200
"Cisco SPA 501G IP Phone",213,16,7.51173708920187793400
"Seth Thomas 8 1/2 Cubicle Clock",212,58,27.35849056603773584900
"Xerox 188",212,99,46.69811320754716981100
"Standard Line “While You Were Out” Hardbound Telephone Message Book",211,80,37.91469194312796208500
"Sanford Prismacolor Professional Thick Lead Art Pencils 36-Color Set",210,49,23.33333333333333333300
"Xerox 1931",209,89,42.58373205741626794300
"Cardinal EasyOpen D-Ring Binders",209,25,11.96172248803827751200
"Ibico Plastic and Wire Spiral Binding Combs",208,23,11.05769230769230769200
"Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired",208,63,30.28846153846153846200
"SANFORD Major Accent Highlighters",208,77,37.01923076923076923100
"Acco Perma 2700 Stacking Storage Drawers",208,6,2.88461538461538461500
"Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs",207,26,12.56038647342995169100
"JM Magazine Binder",206,51,24.75728155339805825200
"Texas Instruments TI-34 Scientific Calculator",205,65,31.70731707317073170700
"Holmes Replacement Filter for HEPA Air Cleaner Medium Room",205,88,42.92682926829268292700
"Kingston Digital DataTraveler 64GB USB 2.0",202,16,7.92079207920792079200
"Pyle PRT45 Retro Home Telephone",202,23,11.38613861386138613900
"Fellowes Desktop Hanging File Manager",201,51,25.37313432835820895500
"Xerox 1912",201,93,46.26865671641791044800
"Southworth 25% Cotton Antique Laid Paper & Envelopes",200,81,40.50000000000000000000
"PayAnywhere Card Reader",200,17,8.50000000000000000000
"Bionaire 99.97% HEPA Air Cleaner",200,16,8.00000000000000000000
"Laser & Ink Jet Business Envelopes",199,83,41.70854271356783919600
"Angle-D Binders with Locking Rings Label Holders",199,36,18.09045226130653266300
"Square Credit Card Reader 4 1/2 x 4 1/2 x 1 White",198,55,27.77777777777777777800
"Acme Tagit Stainless Steel Antibacterial Scissors",198,37,18.68686868686868686900
"Inter-Office Recycled Envelopes Brown Kraft Button-String10 x 13  100/Box",198,82,41.41414141414141414100
"Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener",198,59,29.79797979797979798000
"Eureka Hand Vacuum Bagless",198,55,27.77777777777777777800
"Rediform S.O.S. 1-Up Phone Message Bk 4-1/4x3-1/16 Bk 1 Form/Pg 40 Messages/Bk 3/Pk",198,95,47.97979797979797979800
"Eldon 500 Class Desk Accessories",197,61,30.96446700507614213200
"Newell 309",197,34,17.25888324873096446700
"DAX Executive Solid Wood Document Frame Desktop or Hang Mahogany 5 x 7",196,56,28.57142857142857142900
"Xerox 225",196,84,42.85714285714285714300
"Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive",195,53,27.17948717948717948700
"Acme Galleria Hot Forged Steel Scissors with Colored Handles",195,50,25.64102564102564102600
"Contemporary Wood/Metal Frame",194,5,2.57731958762886597900
"Career Cubicle Clock 8 1/4 Black",194,69,35.56701030927835051500
"Project Tote Personal File",193,44,22.79792746113989637300
"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders Clear",192,50,26.04166666666666666700
"Xerox 1895",192,82,42.70833333333333333300
"Computer Printout Paper with Letter-Trim Fine Perforations",192,92,47.91666666666666666700
"Sony 16GB Class 10 Micro SDHC R40 Memory Card",191,6,3.14136125654450261800
"Avery Premier Heavy-Duty Binder with Round Locking Rings",191,29,15.18324607329842931900
"Xerox 209",187,90,48.12834224598930481300
"White GlueTop Scratch Pads",186,73,39.24731182795698924700
"Ibico Covers for Plastic or Wire Binding Elements",186,59,31.72043010752688172000
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc 3/Pack",185,66,35.67567567567567567600
"Wirebound Message Book 4 per Page",185,87,47.02702702702702702700
"Eldon Expressions Wood Desk Accessories Oak",184,8,4.34782608695652173900
"GBC Wire Binding Combs",184,41,22.28260869565217391300
"Speediset Carbonless Redi-Letter 7 x 8 1/2",182,78,42.85714285714285714300
"Xerox 1955",182,60,32.96703296703296703300
"Deluxe Chalkboard Eraser Cleaner",182,77,42.30769230769230769200
"Fellowes Smart Surge Ten-Outlet Protector Platinum",181,51,28.17679558011049723800
"Eldon Image Series Desk Accessories Ebony",180,55,30.55555555555555555600
"Perma STOR-ALL Hanging File Box 13 1/8W x 12 1/4D x 10 1/2H",180,17,9.44444444444444444400
"Super Decoflex Portable Personal File",180,40,22.22222222222222222200
"Cardinal Slant-D Ring Binder Heavy Gauge Vinyl",180,7,3.88888888888888888900
"Elite 5 Scissors",179,38,21.22905027932960893900
"Personal File Boxes with Fold-Down Carry Handle",178,38,21.34831460674157303400
"Xerox 1892",178,79,44.38202247191011236000
"Xerox 1997",178,76,42.69662921348314606700
"Avery 490",177,81,45.76271186440677966100
"DAX Value U-Channel Document Frames Easel Back",177,54,30.50847457627118644100
"Crate-A-Files",177,32,18.07909604519774011300
"Avery 499",177,70,39.54802259887005649700
"#10-4 1/8 x 9 1/2 Premium Diagonal Seam Envelopes",176,63,35.79545454545454545500
"Xerox 1996",176,81,46.02272727272727272700
"Tenex Chairmats For Use With Carpeted Floors",176,9,5.11363636363636363600
"Acco PRESSTEX Data Binder with Storage Hooks Dark Blue 14 7/8 X 11",176,74,42.04545454545454545500
"Griffin GC36547 PowerJolt SE Lightning Charger",175,18,10.28571428571428571400
"BIC Liqua Brite Liner",175,52,29.71428571428571428600
"Master Caster Door Stop Brown",175,50,28.57142857142857142900
"Heavy-Duty E-Z-D Binders",175,8,4.57142857142857142900
"Wilson Jones International Size A4 Ring Binders",175,13,7.42857142857142857100
"Executive Impressions 12 Wall Clock",175,22,12.57142857142857142900
"Square Credit Card Reader",174,10,5.74712643678160919500
"Xerox 1978",173,72,41.61849710982658959500
"GBC Plastic Binding Combs",173,58,33.52601156069364161800
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers 5 1/4X8 1/2 200/Messages",173,72,41.61849710982658959500
"Lumber Crayons",172,56,32.55813953488372093000
"4009 Highlighters by Sanford",172,56,32.55813953488372093000
"Logitech Illuminated Ultrathin Keyboard with Backlighting",171,70,40.93567251461988304100
"Boston 1730 StandUp Electric Pencil Sharpener",171,45,26.31578947368421052600
"Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)",170,63,37.05882352941176470600
"Nu-Dell Float Frame 11 x 14 1/2",170,56,32.94117647058823529400
"Avery Heavy-Duty EZD View Binder with Locking Rings",170,30,17.64705882352941176500
"DAX Copper Panel Document Frame 5 x 7 Size",170,40,23.52941176470588235300
"Xerox 202",170,76,44.70588235294117647100
"DAX Charcoal/Nickel-Tone Document Frame 5 x 7",169,48,28.40236686390532544400
"Avery 486",169,74,43.78698224852071005900
"Xerox 1973",169,71,42.01183431952662721900
"Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp",168,78,46.42857142857142857100
"Hoover Commercial SteamVac",168,34,20.23809523809523809500
"Westinghouse Floor Lamp with Metal Mesh Shade Black",168,40,23.80952380952380952400
"Xerox 1894",168,80,47.61904761904761904800
"Acme Softgrip Scissors",167,33,19.76047904191616766500
"Southworth 25% Cotton Linen-Finish Paper & Envelopes",167,67,40.11976047904191616800
"GBC Instant Report Kit",166,2,1.20481927710843373500
"Xerox 1968",166,75,45.18072289156626506000
"Xerox 195",164,71,43.29268292682926829300
"It's Hot Message Books with Stickers 2 3/4 x 5",163,59,36.19631901840490797500
"GE General Use Halogen Bulbs 100 Watts 1 Bulb per Pack",163,3,1.84049079754601227000
"Security-Tint Envelopes",162,71,43.82716049382716049400
"DAX Metal Frame Desktop Stepped-Edge",161,26,16.14906832298136646000
"Eldon Expressions Wood and Plastic Desk Accessories Cherry Wood",161,46,28.57142857142857142900
"Acme Office Executive Series Stainless Steel Trimmers",161,27,16.77018633540372670800
"Black Print Carbonless Snap-Off Rapid Letter 8 1/2 x 7",160,65,40.62500000000000000000
"RCA ViSYS 25423RE1 Corded phone",160,14,8.75000000000000000000
"Eldon 400 Class Desk Accessories Black Carbon",159,49,30.81761006289308176100
"Avery 489",159,74,46.54088050314465408800
"DAX Wood Document Frame.",159,8,5.03144654088050314500
"Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection",158,18,11.39240506329113924100
"Ultra Door Kickplate 8H x 34W",158,28,17.72151898734177215200
"Artistic Insta-Plaque",157,60,38.21656050955414012700
"Eldon Expressions Punched Metal & Wood Desk Accessories Black & Cherry",156,21,13.46153846153846153800
"Xerox 1936",156,60,38.46153846153846153800
"Imation 30456 USB Flash Drive 8GB",156,10,6.41025641025641025600
"Master Caster Door Stop Large Neon Orange",155,42,27.09677419354838709700
"Avery 503",155,75,48.38709677419354838700
"Xerox 1918",155,76,49.03225806451612903200
"Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)",154,71,46.10389610389610389600
"Eldon Stackable Tray Side-Load Legal Smoke",154,52,33.76623376623376623400
"Self-Adhesive Address Labels for Typewriters by Universal",154,64,41.55844155844155844200
"Permanent Self-Adhesive File Folder Labels for Typewriters 1 1/8 x 3 1/2 White",153,56,36.60130718954248366000
"Message Book Wirebound Four 5 1/2 X 4 Forms/Pg. 200 Dupl. Sets/Book",152,55,36.18421052631578947400
"Nu-Dell Oak Frame",152,36,23.68421052631578947400
"Master Big Foot Doorstop Beige",152,43,28.28947368421052631600
"Holmes Replacement Filter for HEPA Air Cleaner Large Room",151,49,32.45033112582781457000
"Xerox 205",151,69,45.69536423841059602600
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc 10/Pack",151,42,27.81456953642384106000
"Southworth 100% Cotton The Best Paper",151,65,43.04635761589403973500
"Xerox 1948",150,67,44.66666666666666666700
"Ultra Door Push Plate",150,38,25.33333333333333333300
"Xerox 217",150,67,44.66666666666666666700
"Eldon Expressions Wood and Plastic Desk Accessories Oak",150,42,28.00000000000000000000
"Sanford Liquid Accent Highlighters",149,48,32.21476510067114094000
"KeyTronic KT400U2 - Keyboard - Black",149,25,16.77852348993288590600
"Acco 6 Outlet Guardian Standard Surge Suppressor",149,23,15.43624161073825503400
"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day Extended Life Filter",148,49,33.10810810810810810800
"Tensor Brushed Steel Torchiere Floor Lamp",147,7,4.76190476190476190500
"Xerox 1993",147,69,46.93877551020408163300
"Xerox 1905",146,70,47.94520547945205479500
"Personal Folder Holder Ebony",146,35,23.97260273972602739700
"GBC Laser Imprintable Binding System Covers Desert Sand",146,19,13.01369863013698630100
"#10- 4 1/8 x 9 1/2 Security-Tint Envelopes",146,64,43.83561643835616438400
"DAX Cubicle Frames 8-1/2 x 11",146,52,35.61643835616438356200
"Maxell 4.7GB DVD-RW 3/Pack",146,40,27.39726027397260274000
"Newell 315",146,32,21.91780821917808219200
"ACCOHIDE 3-Ring Binder Blue 1",145,50,34.48275862068965517200
"Astroparche Fine Business Paper",144,66,45.83333333333333333300
"Xerox 220",144,60,41.66666666666666666700
"Xerox 203",143,62,43.35664335664335664300
"Wilson Jones Hanging View Binder White 1",143,56,39.16083916083916083900
"Ibico Recycled Grain-Textured Covers",142,3,2.11267605633802816900
"Avery Self-Adhesive Photo Pockets for Polaroid Photos",142,1,0.70422535211267605600
"Flexible Leather- Look Classic Collection Ring Binder",142,18,12.67605633802816901400
"Xerox 192",141,68,48.22695035460992907800
"Xerox 212",140,57,40.71428571428571428600
"Advantus Push Pins Aluminum Head",140,44,31.42857142857142857100
"Eberhard Faber 3 1/2 Golf Pencils",140,29,20.71428571428571428600
"Xerox 23",140,64,45.71428571428571428600
"Acco 3-Hole Punch",140,56,40.00000000000000000000
"Xerox 1903",139,67,48.20143884892086330900
"OIC Colored Binder Clips Assorted Sizes",139,60,43.16546762589928057600
"GBC Binding covers",138,58,42.02898550724637681200
"Avery 476",138,54,39.13043478260869565200
"Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)",138,52,37.68115942028985507200
"Xerox 2",138,52,37.68115942028985507200
"Xerox 1930",138,59,42.75362318840579710100
"C-Line Magnetic Cubicle Keepers Clear Polypropylene",138,55,39.85507246376811594200
"Eldon 200 Class Desk Accessories Smoke",138,58,42.02898550724637681200
"Things To Do Today Pad",138,58,42.02898550724637681200
"50 Colored Long Pencils",137,33,24.08759124087591240900
"Avery Metallic Poly Binders",136,43,31.61764705882352941200
"Memorex Froggy Flash Drive 4 GB",136,42,30.88235294117647058800
"C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings",136,49,36.02941176470588235300
"Barricks Non-Folding Utility Table with Steel Legs Laminate Tops",136,15,11.02941176470588235300
"GBC Clear Cover 8-1/2 x 11 unpunched 25 covers per pack",136,13,9.55882352941176470600
"Xerox 1947",136,53,38.97058823529411764700
"Riverleaf Stik-Withit Designer Note Cubes",136,55,40.44117647058823529400
"Cardinal HOLDit! Binder Insert StripsExtra Strips",135,4,2.96296296296296296300
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers 5 1/4X8 1/2 300/Messages",135,63,46.66666666666666666700
"Eldon 200 Class Desk Accessories Burgundy",135,45,33.33333333333333333300
"Wilson Jones Impact Binders",134,25,18.65671641791044776100
"Eldon 200 Class Desk Accessories",134,39,29.10447761194029850700
"Xerox 1959",133,61,45.86466165413533834600
"Fellowes Presentation Covers for Comb Binding Machines",133,21,15.78947368421052631600
"OtterBox Defender Series Case - iPhone 5c",133,4,3.00751879699248120300
"Xerox 222",132,62,46.96969696969696969700
"Hewlett-Packard 300S Scientific Calculator",131,60,45.80152671755725190800
"Acco Pressboard Covers with Storage Hooks 14 7/8 x 11 Light Blue",131,19,14.50381679389312977100
"Xerox 1977",130,61,46.92307692307692307700
"Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)",129,57,44.18604651162790697700
"Harmony HEPA Quiet Air Purifiers",129,37,28.68217054263565891500
"OIC Binder Clips",128,62,48.43750000000000000000
"PowerGen Dual USB Car Charger",128,53,41.40625000000000000000
"Newell 325",128,30,23.43750000000000000000
"Xerox 230",127,56,44.09448818897637795300
"Newell 347",126,30,23.80952380952380952400
"KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7",126,36,28.57142857142857142900
"Manila Recycled Extra-Heavyweight Clasp Envelopes 6 x 9",126,52,41.26984126984126984100
"Xerox 21",125,43,34.40000000000000000000
"Deflect-O Glasstique Clear Desk Accessories",125,37,29.60000000000000000000
"Dell Slim USB Multimedia Keyboard",125,30,24.00000000000000000000
"Wirebound Service Call Books 5 1/2 x 4",125,60,48.00000000000000000000
"DAX Cubicle Frames - 8x10",125,20,16.00000000000000000000
"Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop",125,26,20.80000000000000000000
"Xerox 1928",124,49,39.51612903225806451600
"6 Cubicle Wall Clock Black",124,27,21.77419354838709677400
"DXL Angle-View Binders with Locking Rings Black",124,42,33.87096774193548387100
"Avery Hi-Liter Smear-Safe Highlighters",124,34,27.41935483870967741900
"VariCap6 Expandable Binder",123,31,25.20325203252032520300
"BIC Brite Liner Highlighters Chisel Tip",123,30,24.39024390243902439000
"Xerox 1907",123,58,47.15447154471544715400
"Ampad Phone Message Book Recycled 400 Message Capacity 5 ¾” x 11”",123,57,46.34146341463414634100
"Avery 519",122,52,42.62295081967213114800
"Acco Four Pocket Poly Ring Binder with Label Holder Smoke 1",122,7,5.73770491803278688500
"Crayola Colored Pencils",122,30,24.59016393442622950800
"Eldon Expressions Punched Metal & Wood Desk Accessories Pewter & Cherry",121,22,18.18181818181818181800
"Xerox 1995",121,47,38.84297520661157024800
"Ink Jet Note and Greeting Cards 8-1/2 x 5-1/2 Card Size",121,49,40.49586776859504132200
"Message Book Phone Wirebound Standard Line Memo 2 3/4 X 5",120,52,43.33333333333333333300
"Xerox 227",120,46,38.33333333333333333300
"Xerox 232",119,57,47.89915966386554621800
"BIC Brite Liner Grip Highlighters Assorted 5/Pack",119,44,36.97478991596638655500
"Wirebound Four 2-3/4 x 5 Forms per Page 400 Sets per Book",119,47,39.49579831932773109200
"Newell 314",119,18,15.12605042016806722700
"Cardinal Slant-D Ring Binders",119,46,38.65546218487394958000
"DAX Clear Channel Poster Frame",119,28,23.52941176470588235300
"Strathmore Photo Frame Cards",118,54,45.76271186440677966100
"SlimView Poly Binder 3/8",117,5,4.27350427350427350400
"Avery Hole Reinforcements",117,13,11.11111111111111111100
"Wirebound Message Books Four 2 3/4 x 5 Forms per Page 200 Sets per Book",117,47,40.17094017094017094000
"Avery File Folder Labels",117,50,42.73504273504273504300
"Avery Durable Plastic 1 Binders",117,38,32.47863247863247863200
"Avery Printable Repositionable Plastic Tabs",116,42,36.20689655172413793100
"Wilson Jones Active Use Binders",115,36,31.30434782608695652200
"Xerox 1949",115,43,37.39130434782608695700
"Longer-Life Soft White Bulbs",114,44,38.59649122807017543900
"Akro-Mils 12-Gallon Tote",114,22,19.29824561403508771900
"DAX Solid Wood Frames",114,33,28.94736842105263157900
"Xerox 1971",114,47,41.22807017543859649100
"Eldon Image Series Desk Accessories Burgundy",112,29,25.89285714285714285700
"SpineVue Locking Slant-D Ring Binders by Cardinal",111,7,6.30630630630630630600
"Xerox 213",110,52,47.27272727272727272700
"Xerox 1962",110,45,40.90909090909090909100
"Dixon Prang Watercolor Pencils 10-Color Set with Brush",110,44,40.00000000000000000000
"Self-Adhesive Removable Labels",110,55,50.00000000000000000000
"Avery Heavy-Duty EZD  Binder With Locking Rings",110,29,26.36363636363636363600
"Avery 516",110,51,46.36363636363636363600
"Wirebound Message Books Two 4 1/4 x 5 Forms per Page",110,50,45.45454545454545454500
"Rediform Wirebound Phone Memo Message Book 11 x 5-3/4",110,44,40.00000000000000000000
"Eureka Recycled Copy Paper 8 1/2 x 11 Ream",110,46,41.81818181818181818200
"GBC Standard Plastic Binding Systems' Combs",110,6,5.45454545454545454500
"#10 Self-Seal White Envelopes",109,52,47.70642201834862385300
"Xerox 204",109,53,48.62385321100917431200
"Xerox 201",109,46,42.20183486238532110100
"Recycled Premium Regency Composition Covers",109,40,36.69724770642201834900
"SanDisk Cruzer 16 GB USB Flash Drive",108,15,13.88888888888888888900
"Wirebound Message Books 2 7/8 x 5 3 Forms per Page",108,45,41.66666666666666666700
"Eldon Expressions Desk Accessory Wood Pencil Holder Oak",108,8,7.40740740740740740700
"Ampad Gold Fibre Wirebound Steno Books 6 x 9 Gregg Ruled",108,46,42.59259259259259259300
"Micro Innovations Wireless Classic Keyboard with Mouse",108,10,9.25925925925925925900
"3M Hangers With Command Adhesive",108,36,33.33333333333333333300
"Belkin 7-Outlet SurgeMaster Home Series",107,4,3.73831775700934579400
"Array Parchment Paper Assorted Colors",107,49,45.79439252336448598100
"Avery 518",106,51,48.11320754716981132100
"HP Office Recycled Paper (20Lb. and 87 Bright)",106,50,47.16981132075471698100
"Xerox 1900",106,43,40.56603773584905660400
"Avery Personal Creations Heavyweight Cards",105,39,37.14285714285714285700
"Avery Hanging File Binders",105,23,21.90476190476190476200
"Rosewill 107 Normal Keys USB Wired Standard Keyboard",105,1,0.95238095238095238100
"Samsung Replacement EH64AVFWE Premium Headset",105,17,16.19047619047619047600
"Memorex Micro Travel Drive 4 GB",104,38,36.53846153846153846200
"Xerox 211",104,41,39.42307692307692307700
"TOPS 4 x 6 Fluorescent Color Memo Sheets 500 Sheets per Pack",103,37,35.92233009708737864100
"Acme Titanium Bonded Scissors",103,21,20.38834951456310679600
"Xerox 1970",102,44,43.13725490196078431400
"Boston 16765 Mini Stand Up Battery Pencil Sharpener",102,16,15.68627450980392156900
"Linden 12 Wall Clock With Oak Frame",102,31,30.39215686274509803900
"Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders",101,36,35.64356435643564356400
"Prang Drawing Pencil Set",101,28,27.72277227722772277200
"Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders",101,30,29.70297029702970297000
"Zebra Zazzle Fluorescent Highlighters",100,20,20.00000000000000000000
"Cardinal Holdit Data Disk Pockets",100,39,39.00000000000000000000
"Xerox Blank Computer Paper",100,47,47.00000000000000000000
"Xerox 1999",100,39,39.00000000000000000000
"Portfile Personal File Boxes",99,7,7.07070707070707070700
"Pressboard Data Binders by Wilson Jones",99,23,23.23232323232323232300
"Telephone Message Books with Fax/Mobile Section 5 1/2 x 3 3/16",99,42,42.42424242424242424200
"GE 4 Foot Flourescent Tube 40 Watt",99,43,43.43434343434343434300
"Xerox 1952",98,45,45.91836734693877551000
"Fiskars Home & Office Scissors",98,27,27.55102040816326530600
"Sabrent 4-Port USB 2.0 Hub",97,29,29.89690721649484536100
"Xerox 1957",97,39,40.20618556701030927800
"Newell 341",97,26,26.80412371134020618600
"Avery 495",97,43,44.32989690721649484500
"Xerox 228",97,47,48.45360824742268041200
"Avery White Multi-Purpose Labels",96,41,42.70833333333333333300
"Dixon My First Ticonderoga Pencil #2",96,18,18.75000000000000000000
"Wilson Jones Standard D-Ring Binders",96,28,29.16666666666666666700
