"show_id","type","title","director","listed_in","description","country","date_added","rating"
"s4213","Movie","And Breathe Normally","Ísold Uggadóttir","Dramas, Independent Movies, International Movies","An Icelandic single mom struggling with poverty and a Guinea-Bissauan asylum seeker facing deportation find their lives intertwined in unexpected ways.","Iceland, Sweden, Belgium","January 4, 2019","TV-14"
"s4214","Movie","El Potro: Unstoppable","Lorena Munoz","Dramas, International Movies, Music & Musicals","Argentine cuarteto singer Rodrigo El Potro Bueno rises to fame amid personal struggles in this dramatization of the charismatic superstar's life.",NULL,"January 4, 2019","TV-MA"
"s4215","Movie","Lionheart","Genevieve Nnaji","Comedies, Dramas, Independent Movies","When her father falls ill, Adaeze steps up to run the family business – alongside her uncle – and prove herself in a male-dominated world.","Nigeria","January 4, 2019","TV-PG"
"s4219","TV Show","A Series of Unfortunate Events",NULL,"Kids' TV, TV Action & Adventure, TV Comedies","The extraordinary Baudelaire orphans face trials, tribulations and the evil Count Olaf in their fateful quest to unlock long-held family secrets.","United States","January 1, 2019","TV-PG"
"s4222","Movie","Merku Thodarchi Malai","Lenin Bharathi","Dramas, Independent Movies, International Movies","In southern India, a laborer's dreams of owning a piece of land to farm is complicated by political corruption.","India","January 1, 2019","TV-MA"
"s4226","Movie","Taramani","Ram","Dramas, Independent Movies, International Movies","A traditional man and an independent woman share a connection, but they must learn to navigate their vastly different experiences and expectations.","India","January 1, 2019","TV-MA"
"s4253","Movie","A Twelve Year Night","Álvaro Brechner","Dramas, International Movies","Future Uruguayan president José Mujica and his fellow Tupamaro political prisoners fight to survive 12 years of solitary confinement and torture.","Uruguay, Argentina, Spain","December 28, 2018","TV-MA"
"s4254","Movie","Black Mirror: Bandersnatch",NULL,"Dramas, International Movies, Sci-Fi & Fantasy","In 1984, a young programmer begins to question reality as he adapts a dark fantasy novel into a video game. A mind-bending tale with multiple endings.","United States","December 28, 2018","TV-MA"
"s4256","Movie","Life Ki Toh Lag Gayi","Rakesh Mehta","Action & Adventure, Comedies, Dramas","A vengeful son, a cop on a mission, a wannabe actress and a jilted lover find their lives intermingling in unexpected ways over 24 hours in Mumbai.","India","December 28, 2018","TV-MA"
"s4260","Movie","When Angels Sleep","Gonzalo Bendala","Dramas, International Movies, Thrillers","After a businessman falls asleep at the wheel and hits a woman with his car, his interactions with her scared friend unleash a string of dark events.","Spain","December 28, 2018","TV-MA"
"s4268","Movie","Bad Seeds","Kheiron","Comedies, Dramas, International Movies","Troubled by his past, a scam artist who runs a petty racket with his adoptive mom finds redemption while mentoring a group of difficult students.","France, Belgium","December 21, 2018","TV-MA"
"s4269","Movie","Bird Box","Susanne Bier","Dramas, Sci-Fi & Fantasy, Thrillers","Five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety.","United States","December 21, 2018","R"
"s4283","Movie","Miss J Contemplates Her Choice","Jason Lai","Dramas, International Movies, Thrillers","The life of a radio talk-show host is turned upside down after a murderous caller dials into her program and asks her to choose his next victim.","Singapore","December 20, 2018","TV-MA"
"s4284","Movie","Ascharyachakit!","Samit Kakkad","Dramas, Independent Movies, International Movies","Entangling the lives of a movie star, a chauffeur, a prostitute and a pimp, this bold drama reveals ugly truths beneath Mumbai’s glitzy veneer.","India","December 19, 2018","TV-MA"
"s4286","Movie","Lilli","Prasobh Vijayan","Dramas, Independent Movies, International Movies","A woman who's about to give birth finds her maternal instincts kicking in when she's abducted, imprisoned and brutalized by a vicious gang.","India","December 17, 2018","TV-MA"
"s4288","Movie","Andhadhun","Sriram Raghavan","Comedies, Dramas, International Movies","A visually impaired pianist’s world careens into a series of shocking twists after he unintentionally lands at the murder scene of a former film star.","India","December 16, 2018","TV-14"
"s4291","TV Show","DreamWorks Holiday Classics",NULL,"Kids' TV, TV Comedies","Join your DreamWorks friends for these four holiday specials, featuring Shrek and Donkey, Hiccup and Toothless, and the wacky animals from Madagascar.","United States","December 16, 2018","TV-PG"
"s4292","Movie","Kill the Messenger","Michael Cuesta","Dramas, Thrillers","In the 1980s, a crusading journalist uncovers secret CIA funding for Nicaraguan rebels, but the powers that be silence his investigation.","United States","December 16, 2018","R"
"s4293","Movie","Maps to the Stars","David Cronenberg","Comedies, Dramas","A showbiz family revolving around its teen celebrity son desperately tries to hang on to fame and success in this savage satire of Hollywood.","Canada, Germany, France, United States","December 16, 2018","R"
"s4295","Movie","The Theory of Everything","James Marsh","Dramas, Romantic Movies","As his esteem grows in the world of physics, Stephen Hawking's body is ravaged by ALS, forcing his increasing dependence on his devoted wife, Jane.","United Kingdom, Japan","December 16, 2018","PG-13"
"s4298","Movie","Kita Kita","Sigrid Andrea Bernardo","Comedies, Dramas, International Movies","When a tour guide in Japan goes blind after seeing her fiancé’s infidelity, she befriends a fellow Filipino keen to coax her out of the darkness.","Philippines","December 15, 2018","TV-14"
"s4304","Movie","Vanjagar Ulagam","Manoj Beedha","Dramas, International Movies, Thrillers","Shyam wakes to discover he's suspected in a murder that one journalist believes may have ties to a mysterious gangster.","India","December 15, 2018","TV-MA"
"s4307","Movie","ROMA","Alfonso Cuarón","Dramas, Independent Movies, International Movies","Director Alfonso Cuarón delivers a vivid, emotional portrait of domestic life and social hierarchy set against Mexico's political turmoil of the 1970s.","Mexico, United States","December 14, 2018","R"
"s4312","TV Show","Voltron: Legendary Defender",NULL,"Kids' TV","In an all-new series, five unlikely heroes and their flying robot lions unite to form the megapowerful Voltron and defend the universe from evil.","United States","December 14, 2018","TV-Y7"
"s4318","Movie","Dumplin'","Anne Fletcher","Comedies, Dramas, Independent Movies","To prove a point about measuring up and fitting in, Texas teen Willowdean Dickson enters a local pageant run by her ex-beauty queen mom.","United States","December 7, 2018","PG-13"
"s4319","Movie","Free Rein: The Twelve Neighs of Christmas","Marek Losey","Children & Family Movies, Dramas","As Bright Fields preps for its Mistletoe Ball, a broken ornament leads Zoe to a family secret, while Gaby finds herself at the mercy of new boss Mia.",NULL,"December 7, 2018","TV-G"
"s4320","Movie","Mowgli: Legend of the Jungle","Andy Serkis","Action & Adventure, Children & Family Movies, Dramas","An orphaned boy raised by animals in the jungle seizes his destiny while confronting a dangerous enemy – and his own human origins.","United Kingdom, United States","December 7, 2018","PG-13"
"s4330","Movie","A Beautiful Life","Andrew Lau Wai-Keung","Dramas, International Movies, Romantic Movies","After meeting under awkward circumstances, a glamorous businesswoman and a tradition-bound policeman begin a relationship that changes their lives.","China, Hong Kong","December 1, 2018","TV-14"
"s4333","Movie","Battle","Katarina Launing","Dramas, International Movies, Romantic Movies","After Amalie's dad goes bankrupt, the young dancer's affluent life collapses. But she finds a new beat to follow after meeting hip-hop dancer Mikael.","Norway, Denmark, Netherlands, Sweden","December 1, 2018","TV-MA"
"s4336","Movie","Chal Bhaag","Prakash Balwant Saini","Comedies, Dramas, International Movies","Three petty criminals find themselves in a pickle when police wrongly charge them with the murder of an important politician.","India","December 1, 2018","TV-14"
"s4337","Movie","Crossroads: One Two Jaga","Nam Ron","Dramas, International Movies","In Kuala Lumpur, an abused domestic worker tries to escape to Indonesia, while an idealistic cop insists on fighting corruption  – at a heavy price.","Malaysia","December 1, 2018","TV-14"
"s4340","Movie","Faraar","Baljit Singh Deo","Action & Adventure, Dramas, International Movies","When a man is arrested on arrival in America because authorities mistake him for a wanted gangster, a new friend tries to help him prove his innocence.","Australia","December 1, 2018","TV-14"
"s4341","TV Show","Haunted House",NULL,"Kids' TV, Korean TV Shows","With help from a 102-year-old goblin dwelling beneath their haunted apartment building, two siblings deal with ghosts and take on spooky mysteries.",NULL,"December 1, 2018","TV-G"
"s4343","Movie","Line Walker","Jazz Boon","Action & Adventure, Dramas, International Movies","A Hong Kong intelligence officer tasked with finding undercover agents whose identities have been erased finds herself in the paths of rival triads.","China, Hong Kong","December 1, 2018","TV-MA"
"s4347","Movie","Power Paandi","Dhanush","Dramas, Independent Movies, International Movies","Retired, restless and constantly butting heads with his son, a former stuntman escapes on a road trip that becomes a journey to find his first love.","India","December 1, 2018","TV-MA"
"s4350","Movie","Set Off","Liu Jiang","Dramas, International Movies","When a restaurant owner in Cyprus returns to Beijing to sign divorce papers, a drunk woman he encounters triggers a string of mishaps.","China","December 1, 2018","TV-MA"
"s4352","Movie","A Christmas Prince: The Royal Wedding","John Schultz","Children & Family Movies, Dramas, Romantic Movies","A year after helping Richard secure the crown, Amber returns to Aldovia to plan their wedding. But her simple tastes clash with royal protocol.","United States","November 30, 2018","TV-PG"
"s4355","Movie","El club de los insomnes","Joseduardo Giordano, Sergio Goyri Jr.","Dramas, International Movies","An insomniac, an aspiring photographer and a pregnant veterinarian form a unique friendship during late-night meetings at a 24-hour mini-mart.","Mexico","November 30, 2018","TV-MA"
"s4356","Movie","Happy as Lazzaro","Alice Rohrwacher","Dramas, Independent Movies, International Movies","Purehearted teen Lazzaro is content living as a sharecropper in rural Italy, but an unlikely friendship with the marquise's son will change his world.","Italy, Switzerland, France, Germany","November 30, 2018","PG-13"
"s4358","Movie","Manto","Nandita Das","Dramas, Independent Movies, International Movies","The controversial and troubled Indo-Pakistani writer Saadat Hasan Manto finds his artistic choices challenged by censors.","India","November 30, 2018","TV-MA"
"s4359","Movie","Rajma Chawal","Leena Yadav","Comedies, Dramas, International Movies","Hoping to revive his relationship with his resentful millennial son, an internet-rookie widower assumes the online persona of a young woman.","India","November 30, 2018","TV-MA"
"s4360","TV Show","Spy Kids: Mission Critical",NULL,"Kids' TV","In this animated spinoff series, Juni and Carmen Cortez must battle the evil organization S.W.A.M.P. – without the help of their super-spy parents.","United States, Canada","November 30, 2018","TV-Y7"
"s4362","Movie","Time Share","Sebastián Hofmann","Dramas, Independent Movies, International Movies","Husband and father Pedro becomes increasingly suspicious that a series of mishaps at a resort during a family vacation are part of a sinister plan.","Mexico, Netherlands","November 30, 2018","TV-MA"
"s4364","TV Show","Minecraft: Story Mode",NULL,"Kids' TV","Take control of an adventure set in the Minecraft universe. The future of the world is at stake, and your decisions shape the story – so choose wisely!","United States, Sweden","November 27, 2018","TV-PG"
"s4372","TV Show","Kulipari: Dream Walker",NULL,"Kids' TV","Now the Blue Sky King, Darel must lead a rescue mission to save a Dream Walker – leaving the village under the protection of the Kulipari youth.",NULL,"November 20, 2018","TV-Y7"
"s4373","TV Show","Paap-O-Meter",NULL,"Kids' TV, TV Comedies","A trio of sky-dwelling ghosts must travel to Earth to teach sinning humans a lesson, but they somehow manage to botch each well-intentioned mission.",NULL,"November 20, 2018","TV-Y7"
"s4384","Movie","Nothing to Hide","Fred Cavayé","Comedies, Dramas, International Movies","To spice up a dinner party, old friends agree to share every private message that pops up on their phones – with disastrous results.","France, Belgium","November 16, 2018","TV-MA"
"s4385","TV Show","Ponysitters Club",NULL,"Kids' TV, TV Dramas","A young horse enthusiast teams up with her best friends to rescue and rehabilitate animals on her family's beloved ranch.","Canada","November 16, 2018","TV-G"
"s4386","Movie","The Ballad of Buster Scruggs","Joel Coen, Ethan Coen","Comedies, Dramas","Ranging from absurd to profound, these Western vignettes from the Coen brothers follow the adventures of outlaws and settlers on the American frontier.","United States","November 16, 2018","R"
"s4387","Movie","The Princess Switch",NULL,"Children & Family Movies, Dramas, Romantic Movies","When a down-to-earth Chicago baker and a soon-to-be princess discover they look like twins, they hatch a Christmastime plan to trade places.","United States","November 16, 2018","TV-G"
"s4389","Movie","Aalorukkam","V C Abhilash","Dramas, Independent Movies, International Movies","When an aging father seeks the help of a doctor and a journalist to look for the son who left him 16 years ago, he learns some surprising truths.","India","November 15, 2018","TV-PG"
"s4390","TV Show","Beyblade Burst Evolution",NULL,"Anime Series, Kids' TV","Scouted by a famous Spanish club, Valt Aoi heads to Spain. With their sights on the World League, he and his teammates face the European League first.",NULL,"November 15, 2018","TV-Y"
"s4392","Movie","Halkaa","Nila Madhab Panda","Comedies, Dramas, Independent Movies","Up against a corrupt government official and crushing poverty, a young boy in the Delhi slums attempts to raise funds to build himself his own toilet.","India","November 15, 2018","TV-14"
"s4397","Movie","The Giant","Aitor Arregi, Jon Garaño","Dramas, International Movies","In 1843, crippled Martin returns from war to his Basque hometown and finds his brother has grown into a giant, which they turn into a circus act.","Spain","November 15, 2018","TV-14"
"s4405","Movie","Outlaw King","David Mackenzie","Action & Adventure, Dramas","In 14th-century Scotland, Robert the Bruce claims the crown and leads a fierce uprising to win back the country's independence from English rule.","United Kingdom, United States","November 9, 2018","R"
"s4408","TV Show","Treehouse Detectives",NULL,"Kids' TV, TV Thrillers","When their animal friends need help, brother-and-sister team Toby and Teri use the clues and follow the facts to solve mysteries in their own backyard.","South Korea, United States","November 9, 2018","TV-Y"
"s4412","Movie","Bucket List","Tejas Prabha Vijay Deoskar","Dramas, International Movies","After getting a heart transplant, a 40-year-old homemaker in Pune makes the life-changing decision to complete the bucket list of her 20-year-old donor.","India","November 5, 2018","TV-14"
"s4416","TV Show","Brainchild",NULL,"Kids' TV","From germs and emotions to social media and more, it's the science of your world explained in a way that's refreshingly relatable.",NULL,"November 2, 2018","TV-G"
"s4418","Movie","The Holiday Calendar","Bradley Walsh","Dramas, Romantic Movies","A talented photographer stuck in a dead-end job inherits an antique Advent calendar that may be predicting the future – and pointing her toward love.","United States","November 2, 2018","TV-G"
"s4419","Movie","The Other Side of the Wind","Orson Welles","Classic Movies, Dramas, Independent Movies","On the last day of his life, a legendary director struggles to complete a new project and contemplates his legacy in this layered film by Orson Welles.","France, Iran, United States","November 2, 2018","R"
"s4423","Movie","ABCD 2","Remo D'Souza","Dramas, International Movies, Music & Musicals","After being accused of cheating on a reality TV show, a dance troupe seeks to redeem itself by winning the World Hip-Hop Dance Championship.","India","November 1, 2018","TV-14"
"s4424","Movie","ABCD: Any Body Can Dance","Remo D'Souza","Dramas, International Movies","Thrown out of the elite dance studio he founded, Vishnu's spirits rebound when he sees young street dancers prepping for an annual contest.","India","November 1, 2018","TV-14"
"s4425","Movie","Arjun: The Warrior Prince","Arnab Chaudhuri","Action & Adventure, Dramas, International Movies","This animated retelling of the classic Indian tale of Prince Arjun – part of the Sanskrit epic Mahabharata – begins during the prince's youth.","India","November 1, 2018","TV-14"
"s4426","Movie","Asees","Rana Ranbir","Dramas, International Movies, Music & Musicals","When a dispute breaks out between five siblings over their mother’s property, one devoted son will go to any lengths to protect her land.","India","November 1, 2018","TV-14"
"s4427","Movie","Barfi!","Anurag Basu","Comedies, Dramas, International Movies","Years after rejecting Barfii, a hearing and speech impaired young man, for a more appropriate suitor, Shruti finds herself falling for him.","India","November 1, 2018","TV-14"
"s4428","Movie","Chance Pe Dance","Ken Ghosh","Comedies, Dramas, International Movies","Having risen from humble beginnings, an ambitious young man sets his sights on winning a major dance competition that could catapult him to fame.","India","November 1, 2018","TV-14"
"s4430","Movie","Chup Chup Ke","Priyadarshan, Kookie V. Gulati","Comedies, Dramas, International Movies","Mistaking a broke, small-time hustler for a millionaire, two bumbling fishermen hatch a scheme to use him to help pay off their debts.","India","November 1, 2018","TV-14"
"s4431","TV Show","Creators",NULL,"Kids' TV, Spanish-Language TV Shows","Two brilliant scientists discover the hidden virtual city of Creápolis, where citizens have the power to solve problems by believing and creating.","Argentina","November 1, 2018","TV-Y"
"s4432","Movie","Dhan Dhana Dhan Goal","Vivek Agnihotri","Dramas, International Movies, Music & Musicals","In a last-ditch effort, the jaded coach of the Southall United Football Club assembles a ragtag team and helps lead the team to a comeback season.","United Kingdom, India","November 1, 2018","TV-14"
"s4438","Movie","Gaddar: the Traitor","Amitoj Mann","Dramas, International Movies, Thrillers","An Indian man who has become a major business mogul in Canada must return to his homeland where he's reviled due to being wrongly branded a traitor.","India","November 1, 2018","TV-14"
"s4441","Movie","Hattrick","Milan Luthria","Comedies, Dramas, International Movies","Stories of personal victories coincide with Team India's battle for the Cricket World Cup in this engaging ensemble drama.","India","November 1, 2018","TV-14"
"s4442","Movie","Heroine","Madhur Bhandarkar","Dramas, International Movies","One woman experiences the dramatic highs and lows of fame in this voyeuristic glimpse past the glitz and glamour of a Bollywood superstar's life.","India","November 1, 2018","TV-MA"
"s4446","Movie","Kai Po Che!","Abhishek Kapoor","Dramas, International Movies, Sports Movies","This Bollywood drama tells the story of three best friends who dream of starting a cricket training academy in Ahmedabad for very different reasons.","India","November 1, 2018","TV-MA"
"s4449","Movie","Katti Batti","Nikhil Advani","Comedies, Dramas, International Movies","After falling in love during college, architect Maddy and free spirit Payal have five wonderful years together, until a mystery suddenly divides them.","India","November 1, 2018","TV-14"
"s4450","Movie","Life in a ... Metro","Anurag Basu","Dramas, International Movies, Music & Musicals","A group of Mumbai up-and-comers search for love and struggle for success in this ensemble drama that centers on an eager young call-center executive.","India","November 1, 2018","TV-14"
"s4452","Movie","Mumbai Meri Jaan","Nishikant Kamat","Dramas, International Movies","A moving portrayal of the 2006 train bombings in Mumbai, this Indian drama follows the interconnected stories of several strangers.","India","November 1, 2018","TV-MA"
"s4454","Movie","No One Killed Jessica","Raj Kumar Gupta","Dramas, International Movies","This thriller tells the true story of model Jessica Lall – who was shot dead in a restaurant – and the campaign to bring her killer to justice.","India","November 1, 2018","TV-MA"
"s4455","Movie","Oye Lucky! Lucky Oye!","Dibakar Banerjee","Comedies, Dramas, International Movies","Starting as a petty thief, a man rises to become one of the city's biggest operators and carves out the kind of lifestyle he'd once only dreamed of.","India","November 1, 2018","TV-14"
"s4456","Movie","Paan Singh Tomar","Tigmanshu Dhulia","Action & Adventure, Dramas, International Movies","Paan Singh Tomar goes from celebrated runner to star brigand and rebel when life after sports fails to unfold as planned.","India","November 1, 2018","TV-14"
"s4457","Movie","Raja Natwarlal","Kunal Deshmukh","Dramas, International Movies, Thrillers","A small-time con man assembles a team to help him avenge the death of his partner-in-crime at the hands of a powerful gangster.","India","November 1, 2018","TV-14"
"s4458","Movie","Satyagraha","Prakash Jha","Dramas, International Movies, Music & Musicals","In this Bollywood drama, a corporate go-getter sees his priorities shift when personal tragedy brings him face-to-face with political corruption.","India","November 1, 2018","TV-14"
"s4460","Movie","Sigaram Thodu","Gaurav Narayanan","Dramas, International Movies, Thrillers","A policeman's son overcomes his reluctance to join the force following a brutal attack on his father and ends up in the middle of a robbery case.","India","November 1, 2018","TV-14"
"s4464","Movie","Vaya","Akin Omotoso","Dramas, Independent Movies, International Movies","Three youths from rural South Africa set out for Johannesburg, where they're thrust into the seedy underbelly of the city and must fight to survive.","South Africa","November 1, 2018","TV-MA"
"s4465","Movie","Welcome to Sajjanpur","Shyam Benegal","Comedies, Dramas, International Movies","An educated man assists the illiterate residents of his village with written correspondence, sometimes manipulating the letters to suit his interests.","India","November 1, 2018","TV-14"
"s4466","Movie","Yeh Hai Bakrapur",NULL,"Comedies, Dramas, Independent Movies","A poor family’s goat suddenly acquires divine status, sparking a widespread frenzy as everyone clamors to benefit from its unexpected celebrity.","India","November 1, 2018","TV-PG"
"s4467","Movie","Zokkomon","Satyajit Bhatkal","Children & Family Movies, Dramas","When his cruel uncle abandons him, a young orphan learns to access the untapped superpowers that have been waiting within him all along.","India","November 1, 2018","PG"
"s4468","Movie","Gun City","Dani de la Torre","Dramas, International Movies, Thrillers","In 1921 Barcelona, amid unrest between anarchists and the police, a cop plays both sides to learn who stole army weapons that could ignite a civil war.","Spain, France","October 31, 2018","TV-MA"
"s4469","Movie","Heneral Luna","Jerrold Tarog","Dramas, International Movies","Flashbacks reveal Gen. Antonio Luna's tireless fight for Filipino independence from the U.S. and his leadership in the Philippine-American War in 1899.","Philippines","October 31, 2018","R"
"s4472","Movie","Been So Long","Tinge Krishnan","Dramas, International Movies, Music & Musicals","A single mother in London's Camden Town hears music when she meets a handsome stranger with a past. But she's not sure she's ready to open her heart.",NULL,"October 26, 2018","TV-MA"
"s4473","Movie","Dovlatov","Aleksey German","Dramas, International Movies","Over six days in 1971, brilliant writer Sergei Dovlatov encounters maddening barriers to publishing his work under the repressive Soviet regime.","Russia, Poland, Serbia","October 26, 2018","PG-13"
"s4474","Movie","Jefe","Sergio Barrejón","Comedies, Dramas, International Movies","A rude, self-centered businessman seems to be on the brink of losing everything until a night janitor at his office helps him find redemption.","Spain, Portugal","October 26, 2018","TV-MA"
"s4478","Movie","W/O Ram","Vijay Yelakanti","Dramas, International Movies, Thrillers","Frustrated with the stalled investigation into her husband's murder, a woman searches for the killer on her own, putting herself in grave danger.","India","October 26, 2018","TV-MA"
"s4479","TV Show","DreamWorks Spooky Stories",NULL,"Kids' TV, TV Comedies","Shrek dares his friends to bring on the scary with ghost stories told in a haunted castle. Later, Ginormica and the Monsters face alien pumpkins.","United States","October 25, 2018","TV-PG"
"s4482","Movie","Baahubali: The Beginning (English Version)","S.S. Rajamouli","Action & Adventure, Dramas, International Movies","Villagers in the kingdom of Mahismati rescue a baby who is destined to embark on a heroic quest in this English version of S.S. Rajamouli's epic.",NULL,"October 24, 2018","TV-14"
"s4490","TV Show","Best.Worst.Weekend.Ever.",NULL,"Kids' TV, TV Comedies","Teenage friends plan an epic trip to Comic-Con to meet their idol, only to get caught in one hilariously awkward predicament after another.","United States","October 19, 2018","TV-PG"
"s4497","Movie","Naa Bangaaru Talli","Rajesh Touchriver","Dramas, International Movies","A father leading a dark double life and his daughter, who's eager to pursue her studies in Hyderabad, face the tragic consequences of sex trafficking.","India","October 19, 2018","TV-14"
"s4503","Movie","Mr. Chandramouli","Thiru","Dramas, International Movies, Thrillers","When the lives of a carefree boxer and his cabdriver dad collide with the ambitions of a ruthless businessman, a search for answers turns to revenge.","India","October 18, 2018","TV-MA"
"s4504","TV Show","My Babysitter's a Vampire",NULL,"Kids' TV, TV Comedies","Ethan, Benny and fledgling vampire Sarah battle zombies, demons and the other supernatural beasties that regularly threaten their school.","Canada","October 17, 2018","TV-PG"
"s4507","Movie","Meghnadbodh Rohoshyo","Anik Datta","Dramas, International Movies","A professor mysteriously vanishes, leaving behind a host of suspects, a shadowy history and a clue: the anonymous birthday gift of a Bengali classic.","India","October 15, 2018","TV-MA"
"s4508","Movie","Sanju","Rajkumar Hirani","Dramas, International Movies","From the depths of addiction to the heights of stardom to underworld entanglements, this biopic traces the checkered past of Indian actor Sanjay Dutt.","India","October 15, 2018","TV-MA"
"s4510","Movie","Soorma","Shaad Ali","Dramas, International Movies, Sports Movies","This biopic on former Indian field hockey player Sandeep Singh follows the athlete’s hard-fought comeback after an accidental gunshot left him paralyzed.","India","October 13, 2018","TV-14"
"s4512","TV Show","Edgar Rice Burroughs' Tarzan and Jane",NULL,"Crime TV Shows, Kids' TV","Saved from a plane crash and given supernatural powers, teen Tarzan joins forces with brave city girl Jane to protect his jungle home from threats.",NULL,"October 12, 2018","TV-Y7"
"s4520","Movie","The Kindergarten Teacher","Sara Colangelo","Dramas, Independent Movies","A devoted teacher takes interest in a young student's creative potential after hearing his poetry. But she soon crosses the line into obsession.","United States, Israel, United Kingdom, Canada","October 12, 2018","R"
"s4523","Movie","22 July","Paul Greengrass","Dramas, Thrillers","After devastating terror attacks in Norway, a young survivor, grieving families and the country rally for justice and healing. Based on a true story.","Norway, Iceland, United States","October 10, 2018","R"
"s4527","Movie","Pulang","Kabir Bhatia","Action & Adventure, Dramas, International Movies","Thom tells her grandson about his grandfather, a sailor who left 61 years ago to seek his fortune, and asks him to find out what happened to her spouse.","Malaysia","October 8, 2018","TV-14"
"s4528","TV Show","Sofia the First",NULL,"Kids' TV","When her commoner mother marries the king, average-girl Sofia finds that being a real princess isn't all it's cracked up to be.","United States","October 8, 2018","TV-Y"
"s4534","Movie","Private Life","Tamara Jenkins","Comedies, Dramas, Independent Movies","Struggling to conceive, a couple in their 40s are almost out of options – until a sliver of hope arrives in the form of their visiting step-niece.","United States","October 5, 2018","R"
"s4538","Movie","The Black Prince","Kavi Raz","Dramas, International Movies","After being exiled to England as a child, a Punjabi prince struggles to return to his homeland and his Sikh faith in this historical drama.","United Kingdom, India, United States","October 3, 2018","PG-13"
"s4557","Movie","25 Kille","Simranjit Singh Hundal","Action & Adventure, Dramas, International Movies","Four brothers learn that they have inherited ancestral land, but must fight to claim it when a greedy feudal lord threatens to take it over.","India","October 1, 2018","TV-14"
"s4560","Movie","Anjaan","N. Linguswamy","Action & Adventure, Dramas, International Movies","Mild-mannered Krishna comes to Mumbai to search for his gang-leader brother, and quickly finds himself in way over his head.","India","October 1, 2018","TV-14"
"s4561","Movie","Bathinda Express","Deep Joshi","Dramas, International Movies, Sports Movies","An ambitious young athlete endeavors to revive his floundering running career after falling prey to negative influences.","India","October 1, 2018","TV-14"
"s4562","Movie","Delhi 6","Rakeysh Omprakash Mehra","Dramas, International Movies","In the ancient walled city of Delhi, an American-born Indian finds himself on an unexpected inner journey as he learns about himself and his roots.","India","October 1, 2018","TV-14"
"s4563","Movie","Dev.D","Anurag Kashyap","Dramas, International Movies, Romantic Movies","Because they come from different castes, the son of a tax collector and his true love are not allowed to marry, sending them down divergent paths.","India","October 1, 2018","TV-MA"
"s4565","Movie","Dushman","Shagufta Rafique","Dramas, International Movies","An Indian hotel waiter forms an unlikely bond with a Pakistani colleague when the establishment’s criminal owner threatens to ruin both their lives.",NULL,"October 1, 2018","TV-14"
"s4567","Movie","Freedom at Midnight","Tinu Pappachan","Dramas, Independent Movies, International Movies","Jailed after becoming entangled in the murder of a cop, a prisoner assembles a team of inmates to hatch a plan for making a getaway.",NULL,"October 1, 2018","TV-MA"
"s4568","Movie","Haani","Amitoj Mann","Dramas, International Movies, Music & Musicals","When a man discovers that he can communicate with his grandfather's spirit, it leads to two love stories intertwining 50 years apart.","India","October 1, 2018","TV-14"
"s4570","Movie","Harishchandrachi Factory","Paresh Mokashi","Dramas, International Movies","Against a backdrop of burgeoning social unrest, a neophyte filmmaker makes history in 1913 as the director of India's first feature-length film.","India","October 1, 2018","TV-PG"
"s4573","Movie","Jatt James Bond","Rohit Jugraj","Comedies, Dramas, International Movies","Shinda loves Laali but can't have her, so he and his friends come up with an elaborate plan to solve all their problems and win her.","India","October 1, 2018","TV-14"
"s4574","Movie","Jodhaa Akbar","Ashutosh Gowariker","Action & Adventure, Dramas, International Movies","In 16th-century India, what begins as a strategic alliance between a Mughal emperor and a Hindu princess becomes a genuine opportunity for true love.","India","October 1, 2018","TV-14"
"s4575","Movie","Judge Singh LLB","Atharv Baluja","Comedies, Dramas, International Movies","Framed by a politician for committing murder, a lower-class boy hires the only counsel he can afford: a lawyer with no courtroom experience.","India","October 1, 2018","TV-PG"
"s4576","Movie","Kaminey","Vishal Bhardwaj","Dramas, International Movies, Music & Musicals","A young man pursues his dreams of wealth by breaking the law, while his twin brother tries to better his life through hard work and honesty.","India","October 1, 2018","TV-14"
"s4577","Movie","Khido Khundi","Rohit Jugraj","Dramas, International Movies, Sports Movies","An embittered former hockey star must engage with the sport again to help his brother assemble a team for a momentous match against the British.","India","October 1, 2018","TV-14"
"s4579","Movie","Kisaan","Puneet Sira","Action & Adventure, Dramas, International Movies","A bitter family battle ensues between a father and his sons when a businessman makes a deal that entices farmers to sell off their properties.","India","October 1, 2018","TV-14"
"s4580","Movie","Kismat Konnection","Aziz Mirza","Comedies, Dramas, International Movies","A man finds his lucky charm in the form of a woman whom he had once clashed with on every level, but on whose presence he must now rely to succeed.","India","October 1, 2018","TV-14"
"s4582","Movie","Lock","Smeep Kang","Dramas, International Movies","A disillusioned rickshaw driver in Punjab dreams of moving to Dubai, but his plan to butter up his would-be benefactor goes horribly wrong.","India","October 1, 2018","TV-14"
"s4584","Movie","Main, Meri Patni Aur Woh","Chandan Arora","Comedies, Dramas, International Movies","An ordinary-looking guy weds the woman of his dreams, but his jealousy threatens to destroy their union in this lighthearted tale of marital mismatch.","India","October 1, 2018","TV-PG"
"s4585","Movie","Manje Bistre","Baljit Singh Deo","Comedies, Dramas, International Movies","While prepping for a family wedding, a young man falls for his sister’s friend, who has already been promised to someone else.","India","October 1, 2018","TV-14"
